derepID	derepSize	taxid	taxname	rank	group	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length
AY887753.1_q840_a102	3	322118	Syncrossus beauforti	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus beauforti	102
KC757128.1_q908_a101	1	349546	Liobagrus marginatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Amblycipitidae	Liobagrus	Liobagrus marginatus	101
KJ573466.1_q908_a104	2	156983	Hemibagrus nemurus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus nemurus	104
AY887756.1_q841_a102	1	322119	Syncrossus aff. berdmorei VS-2005	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus aff. berdmorei VS-2005	102
AY887757.1_q841_a101	1	322121	Syncrossus berdmorei	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus berdmorei	101
EF491718.1_q837_a102	4	64534	Ictalurus pricei	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus pricei	102
AY887758.1_q838_a101	2	322122	Syncrossus helodes	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus helodes	101
KT804702.1_q915_a102	2	219545	Ameiurus melas	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ameiurus	Ameiurus melas	102
KY379150.1_q907_a101	1	1982242	Schistura reticulofasciata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Schistura	Schistura reticulofasciata	101
KF534790.1_q910_a101	1	234792	Saurogobio dabryi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Saurogobio	Saurogobio dabryi	101
KY379151.1_q903_a101	1	1136805	Schistura sikmaiensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Schistura	Schistura sikmaiensis	101
AY887760.1_q840_a102	2	322123	Syncrossus reversa	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus reversa	102
KT990219.1_q911_a108	2	490146	Lophiosilurus alexandri	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Pseudopimelodidae	Lophiosilurus	Lophiosilurus alexandri	108
AY887762.1_q841_a102	2	322124	Syncrossus hymenophysa	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Syncrossus	Syncrossus hymenophysa	102
EF491722.1_q837_a102	2	64533	Ictalurus lupus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus lupus	102
KC768227.1_q909_a101	1	175786	Pseudobagrus crassilabris	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Pseudobagrus	Pseudobagrus crassilabris	101
U33727.1_q29_a101	1	61325	Trachelyopterus (Parauchenipterus) sp.	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Auchenipteridae	Trachelyopterus	Trachelyopterus (Parauchenipterus) sp.	101
EF590203.1_q837_a102	2	1498487	Ictalurus cf. pricei USON-01115-1	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus cf. pricei USON-01115-1	102
EF590204.1_q837_a102	2	1498488	Ictalurus cf. pricei USON-01120-1	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus cf. pricei USON-01120-1	102
NC_037704.1_q902_a101	3	1928914	Triplophysa sp. ZP-2016	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	Triplophysa sp. ZP-2016	101
M91245.1_q1802_a99	1	7980	Formosania lacustris	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Gastromyzontidae	Formosania	Formosania lacustris	99
AY887766.1_q838_a100	1	1436201	Ambastaia nigrolineata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Ambastaia	Ambastaia nigrolineata	100
AB907556.1_q910_a101	1	209114	Sperata seenghala	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Sperata	Sperata seenghala	101
AY887767.1_q838_a100	4	1436202	Ambastaia sidthimunki	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Ambastaia	Ambastaia sidthimunki	100
JX119017.1_q909_a101	2	1204564	Ctenopharyngodon idella x Megalobrama amblycephala	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae		Ctenopharyngodon idella x Megalobrama amblycephala	101
MF579257.1_q907_a99	2	75329	Misgurnus anguillicaudatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Misgurnus	Misgurnus anguillicaudatus	99
AY887769.1_q838_a101	4	322129	Sinibotia pulchra	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Sinibotia	Sinibotia pulchra	101
KM272589.1_q914_a101	1	1582966	Sinibrama taeniatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinibrama	Sinibrama taeniatus	101
HM592623.1_q823_a102	1	338096	Pseudorinelepis genibarbis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Pseudorinelepis	Pseudorinelepis genibarbis	102
AY887771.1_q843_a101	3	322131	Chromobotia macracanthus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Chromobotia	Chromobotia macracanthus	101
HM592624.1_q824_a99	1	926691	Spatuloricaria aff. puganensis MHNG 2710.050	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria aff. puganensis MHNG 2710.050	99
JX844591.1_q907_a101	1	1245217	Alburnus istanbulensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Alburnus	Alburnus istanbulensis	101
KU291171.1_q912_a101	12	80799	Rhodeus notatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Rhodeus	Rhodeus notatus	101
KY887474.1_q897_a105	1	209166	Ompok bimaculatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Siluridae	Ompok	Ompok bimaculatus	105
HM592625.1_q823_a100	1	926693	Spatuloricaria sp. Nanay	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria sp. Nanay	100
JX844592.1_q911_a101	1	886298	Alburnus tarichi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Alburnus	Alburnus tarichi	101
AY887773.1_q835_a103	5	143403	Leptobotia elongata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Leptobotia	Leptobotia elongata	103
HM592626.1_q824_a99	2	912662	Fonchiiloricaria nanodon	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Fonchiiloricaria	Fonchiiloricaria nanodon	99
AY887774.1_q834_a103	1	322132	Leptobotia guilinensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Leptobotia	Leptobotia guilinensis	103
KF612272.1_q911_a102	1	234792	Saurogobio dabryi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Saurogobio	Saurogobio dabryi	102
KR477880.1_q833_a106	1	1137576	Cteniloricaria fowleri	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Cteniloricaria	Cteniloricaria fowleri	106
KY404236.1_q903_a101	1	143400	Schistura fasciolata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Schistura	Schistura fasciolata	101
AY887775.1_q831_a103	2	143405	Parabotia banarescui	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Botiidae	Parabotia	Parabotia banarescui	103
KR477881.1_q828_a106	1	1137655	Cteniloricaria platystoma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Cteniloricaria	Cteniloricaria platystoma	106
KT751089.1_q905_a102	1	1096802	Triplophysa xiangxiensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	Triplophysa xiangxiensis	102
AY887776.1_q836_a100	1	111299	Sabanejewia balcanica	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Sabanejewia balcanica	100
KR477882.1_q829_a106	1	1137725	Cteniloricaria napova	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Cteniloricaria	Cteniloricaria napova	106
AY887777.1_q837_a100	1	111299	Sabanejewia balcanica	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Sabanejewia balcanica	100
KJ609181.1_q911_a101	1	436498	Chanodichthys recurviceps	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Chanodichthys	Chanodichthys recurviceps	101
KR477883.1_q834_a106	1	1137577	Harttia surinamensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia surinamensis	106
NC_037469.1_q907_a103	2	1198624	Occidentarius platypogon	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ariidae	Occidentarius	Occidentarius platypogon	103
AP009303.1_q908_a101	1	76593	Acrossocheilus paradoxus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Acrossocheilus	Acrossocheilus paradoxus	101
KJ624624.1_q907_a104	1	337641	Hemibagrus wyckioides	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus wyckioides	104
KR477884.1_q830_a106	1	1137575	Harttia fluminensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia fluminensis	106
KF711948.1_q904_a101	1	241451	Sinogastromyzon sichangensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Balitoridae	Sinogastromyzon	Sinogastromyzon sichangensis	101
KR477885.1_q832_a106	3	503138	Harttia guianensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia guianensis	106
NC_037470.1_q910_a105	2	243721	Bagre panamensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ariidae	Bagre	Bagre panamensis	105
AP009312.1_q911_a101	1	481777	Tanakia himantegus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Tanakia	Tanakia himantegus	101
KJ600628.1_q909_a101	1	1503466	Pseudobagrus emarginatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Pseudobagrus	Pseudobagrus emarginatus	101
HQ257335.1_q363_a102	2	1080452	Bagrichthys majusculus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Bagrichthys	Bagrichthys majusculus	102
KR477887.1_q830_a106	3	1137655	Cteniloricaria platystoma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Cteniloricaria	Cteniloricaria platystoma	106
AB070205.1_q908_a102	2	80800	Rhodeus ocellatus kurumeus	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Rhodeus	Rhodeus ocellatus	102
KR477888.1_q829_a106	1	1137655	Cteniloricaria platystoma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Cteniloricaria	Cteniloricaria platystoma	106
AP010775.1_q909_a101	1	48668	Rutilus rutilus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Rutilus	Rutilus rutilus	101
AB070206.1_q907_a101	1	28791	Cyprinella lutrensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella lutrensis	101
HQ257337.1_q362_a102	2	1080453	Bagrichthys obscurus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Bagrichthys	Bagrichthys obscurus	102
KY419201.1_q902_a101	1	1792974	Triplophysa pappenheimi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-3	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	Triplophysa pappenheimi	101
AP010776.1_q911_a101	1	516810	Squalidus japonicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Squalidus	Squalidus japonicus	101
AB070241.1_q910_a101	2	80793	Hemibarbus barbus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Hemibarbus	Hemibarbus barbus	101
AP009304.1_q909_a101	3	58317	Blicca bjoerkna	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Blicca	Blicca bjoerkna	101
KR477890.1_q829_a106	1	984682	Harttia carvalhoi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia carvalhoi	106
AP010777.1_q904_a101	3	160765	Candidia barbata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Candidia	Candidia barbata	101
AB126082.1_q901_a101	2	154813	Cycleptus elongatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Cycleptus	Cycleptus elongatus	101
AP009305.1_q910_a101	3	38527	Abramis brama	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Abramis	Abramis brama	101
HQ257339.1_q362_a100	2	1080454	Batasio havmolleri	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Batasio	Batasio havmolleri	100
KR477891.1_q829_a106	1	984682	Harttia carvalhoi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia carvalhoi	106
AP010778.1_q911_a101	1	80794	Rhodeus atremius	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Rhodeus	Rhodeus atremius	101
MK208924.1_q909_a100	2	109666	Phoxinus oxycephalus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Phoxinus	Phoxinus oxycephalus	100
AF333593.1_q832_a101	2	7973	Ictiobus bubalus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Ictiobus	Ictiobus bubalus	101
AB127393.1_q908_a101	8	28800	Notemigonus crysoleucas	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Notemigonus	Notemigonus crysoleucas	101
AP009307.1_q908_a101	1	58323	Leucaspius delineatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Leucaspius	Leucaspius delineatus	101
KF383387.1_q915_a101	1	70548	Plagiognathops microlepis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Plagiognathops	Plagiognathops microlepis	101
KR477892.1_q832_a105	2	1747990	Harttia dissidens	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia dissidens	105
AP010781.1_q908_a101	4	80805	Tanakia lanceolata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Tanakia	Tanakia lanceolata	101
AB127394.1_q901_a101	7	7971	Catostomus commersonii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Catostomus commersonii	101
HQ257341.1_q363_a104	1	1080455	Hemibagrus filamentus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus filamentus	104
KR477893.1_q830_a104	2	1747993	Harttia punctata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia punctata	104
AP012985.1_q909_a101	2	80783	Acheilognathus melanogaster	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Acheilognathidae	Acheilognathus	Acheilognathus melanogaster	101
AF333595.1_q832_a101	4	43956	Catostomus catostomus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Catostomus catostomus	101
AB218686.1_q910_a101	3	27717	Tinca tinca	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Tinca	Tinca tinca	101
HQ257342.1_q364_a104	2	1080456	Hemibagrus sp. WK-2011	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus sp. WK-2011	104
KR477894.1_q823_a104	3	745494	Harttia kronei	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Loricariidae	Harttia	Harttia kronei	104
AP012986.1_q909_a102	1	75334	Acanthorhodeus chankaensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Acanthorhodeus	Acanthorhodeus chankaensis	102
AB218687.1_q909_a101	1	332172	Gnathopogon elongatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Gnathopogon	Gnathopogon elongatus	101
AF333597.1_q830_a101	3	154827	Xyrauchen texanus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Xyrauchen	Xyrauchen texanus	101
AB218688.1_q908_a101	1	140595	Aphyocypris chinensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Cypriniformes/Cypriniformes-subgroup-2	family	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Aphyocypris	Aphyocypris chinensis	101
HQ257344.1_q364_a104	1	156983	Hemibagrus nemurus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Siluriformes/Siluriformes-subgroup-1	family	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus nemurus	104
